Wahl, Wahlberechtigte, Fakultaet, Urne, Stimmzettel, Ungueltige Stimmzettel, Ungueltige Listenstimmen, Enthaltungen Listenstimmen, Ungueltige Kandidatenstimmen, Enthaltungen Kandidatenstimmen
FS WiWi, 3613, Mensa, 2, 36, 1, 0, 0, 0, 0
FS WiWi, 3613, Mensa, 3, 17, 0, 0, 0, 0, 1
FS WiWi, 3613, Mensa, 4, 13, 0, 0, 0, 0, 0
FS WiWi, 3613, Mobil, 1, 2, 1, 0, 0, 0, 0
FS WiWi, 3613, Physik, 1, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Physik, 3, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Physik, 4, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Physik, 5, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, RZ, 1, 0, , , , , 
FS WiWi, 3613, Westhochschule, 1, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Wiwi, 1, 174, 5, 0, 0, 0, 0
FS WiWi, 3613, Wiwi, 2, 141, 1, 0, 0, 0, 0
FS WiWi, 3613, Wiwi, 3, 156, 5, 0, 0, 5, 0
FS WiWi, 3613, Wiwi, 4, 134, 4, 0, 0, 0, 0
FS WiWi, 3613, Wiwi, 5, 34, 0, 0, 0, 1, 0
FS WiWi, 3613, Wiwi, 6, 61, 3, 0, 0, 3, 0
FS WiWi, 3613, Wiwi, 7, 0, , , , , 
FS WiWi, 3613, Wiwi, 8, 0, , , , , 
StuPa, 20771, AKK, 1, 174, 1, 1, 5, 1, 0
StuPa, 20771, AKK, 2, 149, 0, 2, 3, 3, 0
StuPa, 20771, Audimax, 1, 138, 1, 0, 11, 1, 0
StuPa, 20771, Chemie/Bio, 1, 77, 0, 0, 5, 0, 0
StuPa, 20771, Chemie/Bio, 2, 0, , , , , 
StuPa, 20771, ETEC, 1, 16, 0, 0, 2, 0, 0
StuPa, 20771, ETEC, 2, 31, 1, 0, 1, 0, 0
StuPa, 20771, ETEC, 3, 108, 0, 0, 8, 3, 0
StuPa, 20771, ETEC, 4, 78, 0, 0, 8, 0, 0
StuPa, 20771, ETEC, 5, 90, 0, 0, 7, 0, 0
StuPa, 20771, ETEC, 6, 28, 0, 0, 7, 2, 0
StuPa, 20771, ETEC, 7, 124, 0, 0, 5, 3, 0
StuPa, 20771, GeistSoz, 1, 31, 0, 0, 2, 0, 0
StuPa, 20771, GeistSoz, 2, 64, 0, 0, 5, 1, 0
StuPa, 20771, GeistSoz, 3, 0, 0, 0, 0, 0, 0
StuPa, 20771, GeistSoz, 4, 0, 0, 0, 0, 0, 0
StuPa, 20771, Geo, 1, 33, 0, 0, 4, 0, 0
StuPa, 20771, Geo, 2, 25, 0, 0, 2, 0, 0
StuPa, 20771, Gerthsen, 1, 77, 0, 0, 6, 2, 0
StuPa, 20771, Gerthsen, 2, 0, , , , , 
StuPa, 20771, HMU, 1, 95, 0, 1, 5, 1, 0
StuPa, 20771, Info, 2, 58, 0, 0, 8, 5, 0
StuPa, 20771, Info, 3, 82, 0, 0, 4, 1, 0
StuPa, 20771, Info, 4, 36, 0, 0, 1, 1, 0
StuPa, 20771, Info, 5, 63, 0, 2, 5, 5, 0
StuPa, 20771, Mach/CIW, 1, 115, 2, 0, 9, 1, 0
StuPa, 20771, Mach/CIW, 2, 82, 0, 0, 5, 1, 0
StuPa, 20771, Mach/CIW, 3, 84, 0, 0, 7, 1, 0
StuPa, 20771, Mach/CIW, 4, 81, 2, 0, 1, 0, 0
StuPa, 20771, Mach/CIW, 5, 39, 0, 0, 3, 0, 
StuPa, 20771, Mach/CIW, 6, 0, , , , , 
StuPa, 20771, Mach/CIW, 7, 0, , , , , 
StuPa, 20771, Mach/CIW, 8, 0, , , , , 
StuPa, 20771, Mach/CIW, 9, 0, , , , , 
StuPa, 20771, Mach/CIW, 10, 0, , , , , 
StuPa, 20771, Mathe, 1, 123, 0, 0, 20, 0, 0
StuPa, 20771, Mathe, 2, 35, 0, 0, 2, 1, 0
StuPa, 20771, Mathe, 3, 66, 0, 0, 9, 0, 0
StuPa, 20771, Mathe, 4, 71, 1, 1, 9, 0, 0
StuPa, 20771, Mathe, 5, 95, 0, 0, 15, 2, 0
StuPa, 20771, Mathe, 6, 0, , , , , 
StuPa, 20771, Mensa, 1, 235, 0, 0, 4, 2, 0
StuPa, 20771, Mensa, 2, 193, 1, 0, 4, 0, 0
StuPa, 20771, Mensa, 3, 172, 0, 1, 6, 4, 0
StuPa, 20771, Mensa, 4, 133, 0, 0, 5, 1, 0
StuPa, 20771, Mobil, 1, 119, 0, 1, 17, 15, 0
StuPa, 20771, Physik, 1, 140, 1, 0, 10, 2, 0
StuPa, 20771, Physik, 3, 148, 0, 0, 11, 0, 0
StuPa, 20771, Physik, 4, 88, 2, 0, 8, 5, 0
StuPa, 20771, Physik, 5, 43, 0, 0, 2, 0, 0
StuPa, 20771, RZ, 1, 0, , , , , 
StuPa, 20771, Westhochschule, 1, 16, 0, 0, 2, 0, 0
StuPa, 20771, Wiwi, 1, 176, 0, 1, 18, 5, 0
StuPa, 20771, Wiwi, 2, 114, 0, 0, 6, 5, 0
StuPa, 20771, Wiwi, 3, 139, 1, 0, 12, 0, 0
StuPa, 20771, Wiwi, 4, 136, 0, 1, 6, 2, 0
StuPa, 20771, Wiwi, 5, 33, 0, 0, 4, 0, 0
StuPa, 20771, Wiwi, 6, 53, 0, 0, 7, 2, 0
StuPa, 20771, Wiwi, 7, 0, , , , , 
StuPa, 20771, Wiwi, 8, 0, , , , , 

